# SensorTrust v0.1 scenario dataset
# scenario: stuck
# expected: STUCK
# channel: temperature_C
# sample_interval_ms: 1000
#config: min_value=-40.0 max_value=85.0 stuck_epsilon=0.01 stuck_window=20 spike_threshold=3.0 drift_window=24 drift_threshold=0.01 missing_limit=3
timestamp_ms,value,valid
1000,24.9518,1
2000,25.0371,1
3000,25.0368,1
4000,25.0699,1
5000,24.9371,1
6000,24.9461,1
7000,24.9294,1
8000,24.9450,1
9000,25.0468,1
10000,24.9260,1
11000,25.0063,1
12000,24.9428,1
13000,24.9589,1
14000,24.9863,1
15000,25.0675,1
16000,25.0217,1
17000,24.9029,1
18000,24.9552,1
19000,24.9293,1
20000,25.0743,1
21000,25.0619,1
22000,25.0612,1
23000,25.0653,1
24000,25.0490,1
25000,25.0899,1
26000,25.0588,1
27000,24.9513,1
28000,25.0700,1
29000,24.9974,1
30000,25.0510,1
31000,25.0128,1
32000,24.9859,1
33000,24.9728,1
34000,24.9860,1
35000,24.9628,1
36000,24.9235,1
37000,25.0639,1
38000,25.0597,1
39000,25.0971,1
40000,25.0382,1
41000,25.0108,1
42000,25.0497,1
43000,24.9270,1
44000,25.0354,1
45000,24.9887,1
46000,24.9353,1
47000,24.9405,1
48000,25.0045,1
49000,24.9507,1
50000,24.9919,1
51000,25.0211,1
52000,24.9792,1
53000,24.9262,1
54000,24.9982,1
55000,24.9471,1
56000,24.9471,1
57000,24.9389,1
58000,24.9733,1
59000,24.9147,1
60000,25.0302,1
61000,25.0907,1
62000,24.9779,1
63000,25.0438,1
64000,25.0866,1
65000,24.9086,1
66000,24.9283,1
67000,25.0612,1
68000,25.0676,1
69000,25.0278,1
70000,24.9320,1
71000,24.9827,1
72000,25.0736,1
73000,25.0772,1
74000,25.0606,1
75000,24.9406,1
76000,25.0707,1
77000,24.9750,1
78000,25.0433,1
79000,24.9274,1
80000,25.0943,1
81000,25.0207,1
82000,25.0445,1
83000,24.9423,1
84000,25.0234,1
85000,25.0162,1
86000,25.0182,1
87000,24.9719,1
88000,25.0455,1
89000,24.9683,1
90000,24.9591,1
91000,24.9329,1
92000,25.0368,1
93000,24.9225,1
94000,24.9451,1
95000,24.9138,1
96000,25.0287,1
97000,25.0112,1
98000,25.0087,1
99000,24.9078,1
100000,24.9879,1
101000,25.2130,1
102000,25.2130,1
103000,25.2130,1
104000,25.2130,1
105000,25.2130,1
106000,25.2130,1
107000,25.2130,1
108000,25.2130,1
109000,25.2130,1
110000,25.2130,1
111000,25.2130,1
112000,25.2130,1
113000,25.2130,1
114000,25.2130,1
115000,25.2130,1
116000,25.2130,1
117000,25.2130,1
118000,25.2130,1
119000,25.2130,1
120000,25.2130,1
121000,25.2130,1
122000,25.2130,1
123000,25.2130,1
124000,25.2130,1
125000,25.2130,1
126000,25.2130,1
127000,25.2130,1
128000,25.2130,1
129000,25.2130,1
130000,25.2130,1
131000,25.2130,1
132000,25.2130,1
133000,25.2130,1
134000,25.2130,1
135000,25.2130,1
136000,25.2130,1
137000,25.2130,1
138000,25.2130,1
139000,25.2130,1
140000,25.2130,1
141000,25.2130,1
142000,25.2130,1
143000,25.2130,1
144000,25.2130,1
145000,25.2130,1
146000,25.2130,1
147000,25.2130,1
148000,25.2130,1
149000,25.2130,1
150000,25.2130,1
151000,25.2130,1
152000,25.2130,1
153000,25.2130,1
154000,25.2130,1
155000,25.2130,1
156000,25.2130,1
157000,25.2130,1
158000,25.2130,1
159000,25.2130,1
160000,25.2130,1
