# SensorTrust v0.1 scenario dataset
# scenario: healthy_dynamic
# expected: NONE
# channel: temperature_C
# sample_interval_ms: 1000
#config: min_value=-40.0 max_value=85.0 stuck_epsilon=0.01 stuck_window=20 spike_threshold=3.0 drift_window=24 drift_threshold=0.01 missing_limit=3
timestamp_ms,value,valid
1000,24.9949,1
2000,25.0353,1
3000,25.0409,1
4000,24.9399,1
5000,24.9174,1
6000,24.9940,1
7000,24.9776,1
8000,25.0887,1
9000,25.0685,1
10000,25.0545,1
11000,25.0496,1
12000,25.0741,1
13000,24.9747,1
14000,25.0374,1
15000,24.9857,1
16000,25.1382,1
17000,24.9726,1
18000,25.1284,1
19000,24.9833,1
20000,25.1096,1
21000,25.0434,1
22000,25.0607,1
23000,25.1521,1
24000,24.9911,1
25000,25.0034,1
26000,25.1780,1
27000,25.1006,1
28000,25.0208,1
29000,25.2038,1
30000,25.1995,1
31000,25.0365,1
32000,25.1024,1
33000,25.0486,1
34000,25.0879,1
35000,25.1535,1
36000,25.0657,1
37000,25.1762,1
38000,25.0509,1
39000,25.0786,1
40000,25.2113,1
41000,25.1321,1
42000,25.1396,1
43000,25.1788,1
44000,25.1588,1
45000,25.1441,1
46000,25.0771,1
47000,25.2201,1
48000,25.2721,1
49000,25.2777,1
50000,25.2189,1
51000,25.1613,1
52000,25.1664,1
53000,25.2356,1
54000,25.2362,1
55000,25.1280,1
56000,25.1560,1
57000,25.1855,1
58000,25.2189,1
59000,25.2824,1
60000,25.2242,1
61000,25.1336,1
62000,25.2963,1
63000,25.2216,1
64000,25.2432,1
65000,25.1876,1
66000,25.2324,1
67000,25.2284,1
68000,25.3090,1
69000,25.1789,1
70000,25.2722,1
71000,25.2016,1
72000,25.3090,1
73000,25.1810,1
74000,25.2327,1
75000,25.2500,1
76000,25.3124,1
77000,25.1992,1
78000,25.2845,1
79000,25.2382,1
80000,25.2566,1
81000,25.2993,1
82000,25.3995,1
83000,25.3078,1
84000,25.4066,1
85000,25.2527,1
86000,25.4078,1
87000,25.2996,1
88000,25.2684,1
89000,25.3841,1
90000,25.4206,1
91000,25.2433,1
92000,25.2995,1
